geo_value,time_value,new_deaths
or,2020-06-26,5
pa,2020-06-26,22
pr,2020-06-26,0
ri,2020-06-26,7
sc,2020-06-26,1
sd,2020-06-26,1
tn,2020-06-26,10
tx,2020-06-26,45
ut,2020-06-26,2
va,2020-06-26,25
vt,2020-06-26,0
wa,2020-06-26,4
wi,2020-06-26,3
wv,2020-06-26,0
wy,2020-06-26,0
ak,2020-06-27,0
al,2020-06-27,12
ar,2020-06-27,10
az,2020-06-27,44
ca,2020-06-27,31
co,2020-06-27,1
ct,2020-06-27,4
dc,2020-06-27,2
de,2020-06-27,0
fl,2020-06-27,24
ga,2020-06-27,6
hi,2020-06-27,1
ia,2020-06-27,0
id,2020-06-27,1
il,2020-06-27,26
in,2020-06-27,21
ks,2020-06-27,3
ky,2020-06-27,1
la,2020-06-27,0
ma,2020-06-27,28
md,2020-06-27,15
me,2020-06-27,1
mi,2020-06-27,19
mn,2020-06-27,6
mo,2020-06-27,5
ms,2020-06-27,13
mt,2020-06-27,0
nc,2020-06-27,5
nd,2020-06-27,0
ne,2020-06-27,1
nh,2020-06-27,2
nj,2020-06-27,34
nm,2020-06-27,2
nv,2020-06-27,2
ny,2020-06-27,21
oh,2020-06-27,16
ok,2020-06-27,7
or,2020-06-27,0
pa,2020-06-27,24
pr,2020-06-27,1
ri,2020-06-27,0
sc,2020-06-27,17
sd,2020-06-27,3
tn,2020-06-27,7
tx,2020-06-27,47
ut,2020-06-27,1
va,2020-06-27,24
vt,2020-06-27,0
wa,2020-06-27,6
wi,2020-06-27,7
wv,2020-06-27,1
wy,2020-06-27,0
ak,2020-06-28,0
al,2020-06-28,0
ar,2020-06-28,5
az,2020-06-28,14
ca,2020-06-28,33
co,2020-06-28,2
ct,2020-06-28,5
dc,2020-06-28,2
de,2020-06-28,0
fl,2020-06-28,29
ga,2020-06-28,2
hi,2020-06-28,0
ia,2020-06-28,2
id,2020-06-28,0
il,2020-06-28,15
in,2020-06-28,3
ks,2020-06-28,1
ky,2020-06-28,4
la,2020-06-28,9
ma,2020-06-28,19
md,2020-06-28,11
me,2020-06-28,0
mi,2020-06-28,4
mn,2020-06-28,8
mo,2020-06-28,0
ms,2020-06-28,4
mt,2020-06-28,0
nc,2020-06-28,-1
nd,2020-06-28,1
ne,2020-06-28,0
nh,2020-06-28,0
nj,2020-06-28,27
nm,2020-06-28,1
nv,2020-06-28,0
ny,2020-06-28,27
oh,2020-06-28,3
ok,2020-06-28,1
or,2020-06-28,0
pa,2020-06-28,3
pr,2020-06-28,1
ri,2020-06-28,0
sc,2020-06-28,5
sd,2020-06-28,0
tn,2020-06-28,0
tx,2020-06-28,24
ut,2020-06-28,0
va,2020-06-28,8
vt,2020-06-28,0
wa,2020-06-28,0
wi,2020-06-28,6
wv,2020-06-28,0
wy,2020-06-28,0
ak,2020-06-29,0
al,2020-06-29,10
ar,2020-06-29,1
az,2020-06-29,4
ca,2020-06-29,51
co,2020-06-29,5
ct,2020-06-29,4
dc,2020-06-29,1
de,2020-06-29,0
fl,2020-06-29,28
ga,2020-06-29,6
hi,2020-06-29,0
ia,2020-06-29,5
id,2020-06-29,0
il,2020-06-29,14
in,2020-06-29,5
ks,2020-06-29,4
ky,2020-06-29,2
la,2020-06-29,0
ma,2020-06-29,35
md,2020-06-29,7
me,2020-06-29,1
mi,2020-06-29,4
mn,2020-06-29,10
mo,2020-06-29,2
ms,2020-06-29,20
mt,2020-06-29,0
nc,2020-06-29,5
nd,2020-06-29,0
ne,2020-06-29,2
nh,2020-06-29,0
nj,2020-06-29,17
nm,2020-06-29,1
nv,2020-06-29,4
ny,2020-06-29,31
oh,2020-06-29,11
ok,2020-06-29,0
or,2020-06-29,2
pa,2020-06-29,8
pr,2020-06-29,0
ri,2020-06-29,19
sc,2020-06-29,4
sd,2020-06-29,0
tn,2020-06-29,8
tx,2020-06-29,26
ut,2020-06-29,1
va,2020-06-29,8
vt,2020-06-29,0
wa,2020-06-29,10
wi,2020-06-29,2
wv,2020-06-29,0
wy,2020-06-29,0
ak,2020-06-30,0
al,2020-06-30,21
ar,2020-06-30,5
az,2020-06-30,47
ca,2020-06-30,99
co,2020-06-30,9
ct,2020-06-30,2
dc,2020-06-30,0
de,2020-06-30,2
fl,2020-06-30,58
ga,2020-06-30,21
hi,2020-06-30,0
ia,2020-06-30,5
id,2020-06-30,1
il,2020-06-30,21
in,2020-06-30,16
ks,2020-06-30,0
ky,2020-06-30,5
la,2020-06-30,22
ma,2020-06-30,-41
md,2020-06-30,15
me,2020-06-30,0
mi,2020-06-30,32
mn,2020-06-30,6
mo,2020-06-30,3
ms,2020-06-30,14
mt,2020-06-30,0
nc,2020-06-30,23
nd,2020-06-30,0
ne,2020-06-30,5
nh,2020-06-30,4
nj,2020-06-30,43
nm,2020-06-30,4
nv,2020-06-30,3
ny,2020-06-30,-39
oh,2020-06-30,45
ok,2020-06-30,2
or,2020-06-30,3
pa,2020-06-30,35
pr,2020-06-30,0
ri,2020-06-30,34
sc,2020-06-30,19
sd,2020-06-30,0
tn,2020-06-30,12
tx,2020-06-30,53
ut,2020-06-30,4
va,2020-06-30,23
vt,2020-06-30,0
wa,2020-06-30,12
wi,2020-06-30,0
wv,2020-06-30,0
wy,2020-06-30,0
ak,2020-07-01,0
al,2020-07-01,22
ar,2020-07-01,7
az,2020-07-01,80
ca,2020-07-01,87
co,2020-07-01,7
ct,2020-07-01,2
dc,2020-07-01,2
de,2020-07-01,0
fl,2020-07-01,45
ga,2020-07-01,22
hi,2020-07-01,0
ia,2020-07-01,1
id,2020-07-01,0
il,2020-07-01,28
in,2020-07-01,10
ks,2020-07-01,4
ky,2020-07-01,7
la,2020-07-01,17
ma,2020-07-01,27
md,2020-07-01,15
me,2020-07-01,0
mi,2020-07-01,5
mn,2020-07-01,6
mo,2020-07-01,14
ms,2020-07-01,9
mt,2020-07-01,0
nc,2020-07-01,18
nd,2020-07-01,1
ne,2020-07-01,2
nh,2020-07-01,2
nj,2020-07-01,43
nm,2020-07-01,3
nv,2020-07-01,4
ny,2020-07-01,18
oh,2020-07-01,13
ok,2020-07-01,2
or,2020-07-01,1
pa,2020-07-01,35
pr,2020-07-01,0
ri,2020-07-01,0
sc,2020-07-01,27
sd,2020-07-01,2
tn,2020-07-01,5
tx,2020-07-01,64
ut,2020-07-01,1
va,2020-07-01,23
vt,2020-07-01,0
wa,2020-07-01,7
wi,2020-07-01,4
wv,2020-07-01,0
wy,2020-07-01,0
ak,2020-07-02,0
al,2020-07-02,13
ar,2020-07-02,2
az,2020-07-02,39
ca,2020-07-02,96
co,2020-07-02,4
ct,2020-07-02,2
dc,2020-07-02,1
de,2020-07-02,1
fl,2020-07-02,67
ga,2020-07-02,22
hi,2020-07-02,0
ia,2020-07-02,2
id,2020-07-02,0
il,2020-07-02,36
in,2020-07-02,12
ks,2020-07-02,3
ky,2020-07-02,9
la,2020-07-02,17
ma,2020-07-02,51
md,2020-07-02,7
me,2020-07-02,0
mi,2020-07-02,14
mn,2020-07-02,13
mo,2020-07-02,11
ms,2020-07-02,10
mt,2020-07-02,0
nc,2020-07-02,11
nd,2020-07-02,0
ne,2020-07-02,6
nh,2020-07-02,2
nj,2020-07-02,29
nm,2020-07-02,3
nv,2020-07-02,14
ny,2020-07-02,24
oh,2020-07-02,27
ok,2020-07-02,6
or,2020-07-02,1
pa,2020-07-02,28
pr,2020-07-02,0
ri,2020-07-02,0
sc,2020-07-02,18
sd,2020-07-02,4
tn,2020-07-02,11
tx,2020-07-02,65
ut,2020-07-02,3
va,2020-07-02,30
vt,2020-07-02,0
wa,2020-07-02,3
wi,2020-07-02,3
wv,2020-07-02,0
wy,2020-07-02,0
ak,2020-07-03,1
al,2020-07-03,21
ar,2020-07-03,2
az,2020-07-03,34
ca,2020-07-03,50
co,2020-07-03,0
ct,2020-07-03,9
dc,2020-07-03,1
de,2020-07-03,2
fl,2020-07-03,67
ga,2020-07-03,8
hi,2020-07-03,1
ia,2020-07-03,2
id,2020-07-03,1
il,2020-07-03,18
in,2020-07-03,19
ks,2020-07-03,2
ky,2020-07-03,4
la,2020-07-03,23
ma,2020-07-03,17
md,2020-07-03,11
me,2020-07-03,0
mi,2020-07-03,3
mn,2020-07-03,8
mo,2020-07-03,3
ms,2020-07-03,11
mt,2020-07-03,1
nc,2020-07-03,10
nd,2020-07-03,0
ne,2020-07-03,2
nh,2020-07-03,1
nj,2020-07-03,57
nm,2020-07-03,8
nv,2020-07-03,3
ny,2020-07-03,80
oh,2020-07-03,0
ok,2020-07-03,3
or,2020-07-03,0
pa,2020-07-03,34
pr,2020-07-03,1
ri,2020-07-03,0
sc,2020-07-03,9
sd,2020-07-03,0
tn,2020-07-03,13
tx,2020-07-03,72
ut,2020-07-03,5
va,2020-07-03,29
vt,2020-07-03,0
wa,2020-07-03,10
wi,2020-07-03,3
wv,2020-07-03,0
wy,2020-07-03,0
ak,2020-07-04,1
al,2020-07-04,1
ar,2020-07-04,5
az,2020-07-04,19
ca,2020-07-04,19
co,2020-07-04,0
ct,2020-07-04,0
dc,2020-07-04,2
de,2020-07-04,0
fl,2020-07-04,18
ga,2020-07-04,0
hi,2020-07-04,0
ia,2020-07-04,0
id,2020-07-04,0
il,2020-07-04,9
in,2020-07-04,6
ks,2020-07-04,1
ky,2020-07-04,0
la,2020-07-04,0
ma,2020-07-04,23
md,2020-07-04,13
me,2020-07-04,2
mi,2020-07-04,3
mn,2020-07-04,0
mo,2020-07-04,3
ms,2020-07-04,4
mt,2020-07-04,0
nc,2020-07-04,3
nd,2020-07-04,0
ne,2020-07-04,0
nh,2020-07-04,3
nj,2020-07-04,25
nm,2020-07-04,2
nv,2020-07-04,2
ny,2020-07-04,14
oh,2020-07-04,4
ok,2020-07-04,0
or,2020-07-04,4
pa,2020-07-04,3
pr,2020-07-04,1
ri,2020-07-04,0
sc,2020-07-04,20
sd,2020-07-04,0
tn,2020-07-04,4
tx,2020-07-04,46
ut,2020-07-04,0
va,2020-07-04,4
vt,2020-07-04,0
wa,2020-07-04,2
wi,2020-07-04,2
wv,2020-07-04,1
wy,2020-07-04,0
ak,2020-07-05,0
al,2020-07-05,0
ar,2020-07-05,1
az,2020-07-05,8
ca,2020-07-05,39
co,2020-07-05,0
ct,2020-07-05,0
dc,2020-07-05,2
de,2020-07-05,0
fl,2020-07-05,29
ga,2020-07-05,3
hi,2020-07-05,0
ia,2020-07-05,0
id,2020-07-05,0
il,2020-07-05,6
in,2020-07-05,6
ks,2020-07-05,1
ky,2020-07-05,0
la,2020-07-05,10
ma,2020-07-05,11
md,2020-07-05,7
me,2020-07-05,2
mi,2020-07-05,0
mn,2020-07-05,5
mo,2020-07-05,1
ms,2020-07-05,4
mt,2020-07-05,0
nc,2020-07-05,1
nd,2020-07-05,0
ne,2020-07-05,0
nh,2020-07-05,2
nj,2020-07-05,22
nm,2020-07-05,0
nv,2020-07-05,4
ny,2020-07-05,38
oh,2020-07-05,4
ok,2020-07-05,0
or,2020-07-05,2
pa,2020-07-05,4
pr,2020-07-05,0
ri,2020-07-05,0
sc,2020-07-05,7
sd,2020-07-05,0
tn,2020-07-05,8
tx,2020-07-05,48
ut,2020-07-05,3
va,2020-07-05,4
vt,2020-07-05,0
wa,2020-07-05,5
wi,2020-07-05,2
wv,2020-07-05,0
wy,2020-07-05,0
ak,2020-07-06,0
al,2020-07-06,0
ar,2020-07-06,5
az,2020-07-06,4
ca,2020-07-06,68
co,2020-07-06,-10
ct,2020-07-06,3
dc,2020-07-06,2
de,2020-07-06,0
fl,2020-07-06,47
ga,2020-07-06,18
hi,2020-07-06,0
ia,2020-07-06,2
id,2020-07-06,1
il,2020-07-06,6
in,2020-07-06,5
ks,2020-07-06,1
ky,2020-07-06,8
la,2020-07-06,8
ma,2020-07-06,15
md,2020-07-06,3
me,2020-07-06,0
mi,2020-07-06,3
mn,2020-07-06,3
mo,2020-07-06,0
ms,2020-07-06,3
mt,2020-07-06,0
nc,2020-07-06,9
nd,2020-07-06,0
ne,2020-07-06,-1
nh,2020-07-06,1
nj,2020-07-06,18
nm,2020-07-06,2
nv,2020-07-06,3
ny,2020-07-06,17
oh,2020-07-06,16
ok,2020-07-06,1
or,2020-07-06,0
pa,2020-07-06,1
pr,2020-07-06,0
ri,2020-07-06,0
sc,2020-07-06,7
sd,2020-07-06,0
tn,2020-07-06,7
tx,2020-07-06,65
ut,2020-07-06,6
va,2020-07-06,0
vt,2020-07-06,0
wa,2020-07-06,10
wi,2020-07-06,3
wv,2020-07-06,1
wy,2020-07-06,0
ak,2020-07-07,1
al,2020-07-07,26
ar,2020-07-07,9
az,2020-07-07,98
ca,2020-07-07,132
co,2020-07-07,5
ct,2020-07-07,0
dc,2020-07-07,0
de,2020-07-07,2
fl,2020-07-07,63
ga,2020-07-07,21
hi,2020-07-07,0
ia,2020-07-07,9
id,2020-07-07,0
il,2020-07-07,247
in,2020-07-07,19
ks,2020-07-07,4
ky,2020-07-07,9
la,2020-07-07,23
ma,2020-07-07,15
md,2020-07-07,20
me,2020-07-07,1
mi,2020-07-07,30
mn,2020-07-07,3
mo,2020-07-07,16
ms,2020-07-07,44
mt,2020-07-07,0
nc,2020-07-07,14
nd,2020-07-07,4
ne,2020-07-07,-1
nh,2020-07-07,2
nj,2020-07-07,52
nm,2020-07-07,4
nv,2020-07-07,11
ny,2020-07-07,22
oh,2020-07-07,43
ok,2020-07-07,5
or,2020-07-07,5
pa,2020-07-07,33
pr,2020-07-07,2
ri,2020-07-07,0
sc,2020-07-07,19
sd,2020-07-07,1
tn,2020-07-07,13
tx,2020-07-07,131
ut,2020-07-07,4
va,2020-07-07,28
vt,2020-07-07,0
wa,2020-07-07,15
wi,2020-07-07,2
wv,2020-07-07,0
wy,2020-07-07,1
ak,2020-07-08,0
al,2020-07-08,25
ar,2020-07-08,4
az,2020-07-08,36
ca,2020-07-08,145
co,2020-07-08,8
ct,2020-07-08,5
dc,2020-07-08,3
de,2020-07-08,1
fl,2020-07-08,48
ga,2020-07-08,23
hi,2020-07-08,0
ia,2020-07-08,4
id,2020-07-08,4
il,2020-07-08,36
in,2020-07-08,15
ks,2020-07-08,0
ky,2020-07-08,6
la,2020-07-08,20
ma,2020-07-08,30
md,2020-07-08,9
me,2020-07-08,0
mi,2020-07-08,11
mn,2020-07-08,9
mo,2020-07-08,2
ms,2020-07-08,30
mt,2020-07-08,0
nc,2020-07-08,16
nd,2020-07-08,1
ne,2020-07-08,0
nh,2020-07-08,2
nj,2020-07-08,51
nm,2020-07-08,8
nv,2020-07-08,5
ny,2020-07-08,21
oh,2020-07-08,21
ok,2020-07-08,3
or,2020-07-08,4
pa,2020-07-08,25
pr,2020-07-08,2
ri,2020-07-08,0
sc,2020-07-08,38
sd,2020-07-08,0
tn,2020-07-08,20
tx,2020-07-08,127
ut,2020-07-08,7
va,2020-07-08,24
vt,2020-07-08,0
wa,2020-07-08,10
wi,2020-07-08,4
wv,2020-07-08,0
wy,2020-07-08,0
ak,2020-07-09,0
al,2020-07-09,10
ar,2020-07-09,4
az,2020-07-09,75
ca,2020-07-09,141
co,2020-07-09,2
ct,2020-07-09,5
dc,2020-07-09,4
de,2020-07-09,2
fl,2020-07-09,120
ga,2020-07-09,8
hi,2020-07-09,0
ia,2020-07-09,5
id,2020-07-09,2
il,2020-07-09,20
in,2020-07-09,7
ks,2020-07-09,4
ky,2020-07-09,4
la,2020-07-09,16
ma,2020-07-09,25
md,2020-07-09,13
me,2020-07-09,1
mi,2020-07-09,9
mn,2020-07-09,5
mo,2020-07-09,4
ms,2020-07-09,16
mt,2020-07-09,2
nc,2020-07-09,15
nd,2020-07-09,0
ne,2020-07-09,2
nh,2020-07-09,1
nj,2020-07-09,116
nm,2020-07-09,6
nv,2020-07-09,18
ny,2020-07-09,23
oh,2020-07-09,15
ok,2020-07-09,3
or,2020-07-09,6
pa,2020-07-09,36
pr,2020-07-09,0
ri,2020-07-09,0
sc,2020-07-09,21
sd,2020-07-09,3
tn,2020-07-09,25
tx,2020-07-09,150
ut,2020-07-09,4
va,2020-07-09,32
vt,2020-07-09,0
wa,2020-07-09,15
wi,2020-07-09,3
wv,2020-07-09,0
wy,2020-07-09,0
ak,2020-07-10,0
al,2020-07-10,36
ar,2020-07-10,4
az,2020-07-10,44
ca,2020-07-10,96
co,2020-07-10,18
ct,2020-07-10,0
dc,2020-07-10,0
de,2020-07-10,0
fl,2020-07-10,93
ga,2020-07-10,35
hi,2020-07-10,0
ia,2020-07-10,2
id,2020-07-10,1
il,2020-07-10,16
in,2020-07-10,9
ks,2020-07-10,0
ky,2020-07-10,8
la,2020-07-10,25
ma,2020-07-10,28
md,2020-07-10,15
me,2020-07-10,0
mi,2020-07-10,14
mn,2020-07-10,5
mo,2020-07-10,11
ms,2020-07-10,11
mt,2020-07-10,3
nc,2020-07-10,20
nd,2020-07-10,0
ne,2020-07-10,2
nh,2020-07-10,3
nj,2020-07-10,31
nm,2020-07-10,6
nv,2020-07-10,8
ny,2020-07-10,42
oh,2020-07-10,26
ok,2020-07-10,6
or,2020-07-10,2
pa,2020-07-10,32
pr,2020-07-10,0
ri,2020-07-10,0
sc,2020-07-10,24
sd,2020-07-10,6
tn,2020-07-10,13
tx,2020-07-10,84
ut,2020-07-10,2
va,2020-07-10,21
vt,2020-07-10,0
wa,2020-07-10,15
wi,2020-07-10,4
wv,2020-07-10,0
wy,2020-07-10,0
ak,2020-07-11,0
al,2020-07-11,10
ar,2020-07-11,6
az,2020-07-11,69
ca,2020-07-11,72
co,2020-07-11,1
ct,2020-07-11,0
dc,2020-07-11,0
de,2020-07-11,0
fl,2020-07-11,95
ga,2020-07-11,31
hi,2020-07-11,0
ia,2020-07-11,5
id,2020-07-11,1
il,2020-07-11,24
in,2020-07-11,8
ks,2020-07-11,2
ky,2020-07-11,2
la,2020-07-11,23
ma,2020-07-11,14
md,2020-07-11,7
me,2020-07-11,1
mi,2020-07-11,28
mn,2020-07-11,4
mo,2020-07-11,7
ms,2020-07-11,15
mt,2020-07-11,1
nc,2020-07-11,16
nd,2020-07-11,2
ne,2020-07-11,-1
nh,2020-07-11,1
nj,2020-07-11,46
nm,2020-07-11,4
nv,2020-07-11,13
ny,2020-07-11,11
oh,2020-07-11,4
ok,2020-07-11,5
or,2020-07-11,0
pa,2020-07-11,17
pr,2020-07-11,8
ri,2020-07-11,7
sc,2020-07-11,22
sd,2020-07-11,2
tn,2020-07-11,15
tx,2020-07-11,83
ut,2020-07-11,5
va,2020-07-11,4
vt,2020-07-11,0
wa,2020-07-11,0
wi,2020-07-11,2
wv,2020-07-11,1
wy,2020-07-11,0
ak,2020-07-12,0
al,2020-07-12,7
ar,2020-07-12,2
az,2020-07-12,86
ca,2020-07-12,24
co,2020-07-12,0
ct,2020-07-12,0
dc,2020-07-12,0
de,2020-07-12,0
fl,2020-07-12,45
ga,2020-07-12,7
hi,2020-07-12,0
ia,2020-07-12,4
id,2020-07-12,0
il,2020-07-12,19
in,2020-07-12,4
ks,2020-07-12,2
ky,2020-07-12,3
la,2020-07-12,13
ma,2020-07-12,15
md,2020-07-12,9
me,2020-07-12,2
mi,2020-07-12,1
mn,2020-07-12,3
mo,2020-07-12,1
ms,2020-07-12,19
mt,2020-07-12,0
nc,2020-07-12,9
nd,2020-07-12,0
ne,2020-07-12,0
nh,2020-07-12,0
nj,2020-07-12,0
nm,2020-07-12,2
nv,2020-07-12,1
ny,2020-07-12,15
oh,2020-07-12,22
ok,2020-07-12,1
or,2020-07-12,2
pa,2020-07-12,7
pr,2020-07-12,0
ri,2020-07-12,0
sc,2020-07-12,10
sd,2020-07-12,0
tn,2020-07-12,3
tx,2020-07-12,100
ut,2020-07-12,3
va,2020-07-12,4
vt,2020-07-12,0
wa,2020-07-12,14
wi,2020-07-12,2
wv,2020-07-12,0
wy,2020-07-12,0
ak,2020-07-13,0
al,2020-07-13,3
ar,2020-07-13,2
az,2020-07-13,9
ca,2020-07-13,38
co,2020-07-13,2
ct,2020-07-13,23
dc,2020-07-13,0
de,2020-07-13,0
fl,2020-07-13,35
ga,2020-07-13,23
hi,2020-07-13,3
ia,2020-07-13,3
id,2020-07-13,0
il,2020-07-13,6
in,2020-07-13,2
ks,2020-07-13,1
ky,2020-07-13,4
la,2020-07-13,7
ma,2020-07-13,5
md,2020-07-13,6
me,2020-07-13,0
mi,2020-07-13,7
mn,2020-07-13,2
mo,2020-07-13,13
ms,2020-07-13,1
mt,2020-07-13,3
nc,2020-07-13,7
nd,2020-07-13,0
ne,2020-07-13,3
nh,2020-07-13,0
nj,2020-07-13,35
nm,2020-07-13,3
nv,2020-07-13,0
ny,2020-07-13,23
oh,2020-07-13,6
ok,2020-07-13,2
or,2020-07-13,3
pa,2020-07-13,7
pr,2020-07-13,0
ri,2020-07-13,0
sc,2020-07-13,11
sd,2020-07-13,0
tn,2020-07-13,8
tx,2020-07-13,90
ut,2020-07-13,1
va,2020-07-13,2
vt,2020-07-13,0
wa,2020-07-13,-39
wi,2020-07-13,7
wv,2020-07-13,1
wy,2020-07-13,0
ak,2020-07-14,0
al,2020-07-14,40
ar,2020-07-14,8
az,2020-07-14,91
ca,2020-07-14,161
co,2020-07-14,11
ct,2020-07-14,1
dc,2020-07-14,0
de,2020-07-14,1
fl,2020-07-14,132
ga,2020-07-14,28
hi,2020-07-14,0
ia,2020-07-14,2
id,2020-07-14,1
il,2020-07-14,25
in,2020-07-14,13
ks,2020-07-14,1
ky,2020-07-14,6
la,2020-07-14,22
ma,2020-07-14,10
md,2020-07-14,9
me,2020-07-14,0
mi,2020-07-14,5
mn,2020-07-14,6
mo,2020-07-14,9
ms,2020-07-14,22
mt,2020-07-14,2
nc,2020-07-14,42
nd,2020-07-14,1
ne,2020-07-14,-2
nh,2020-07-14,1
nj,2020-07-14,22
nm,2020-07-14,3
nv,2020-07-14,19
ny,2020-07-14,11
oh,2020-07-14,5
ok,2020-07-14,4
or,2020-07-14,7
pa,2020-07-14,20
pr,2020-07-14,2
ri,2020-07-14,0
sc,2020-07-14,21
sd,2020-07-14,0
tn,2020-07-14,18
tx,2020-07-14,113
ut,2020-07-14,10
va,2020-07-14,9
vt,2020-07-14,0
wa,2020-07-14,5
wi,2020-07-14,2
wv,2020-07-14,0
wy,2020-07-14,1
ak,2020-07-15,0
al,2020-07-15,47
ar,2020-07-15,4
az,2020-07-15,97
ca,2020-07-15,125
co,2020-07-15,6
ct,2020-07-15,8
dc,2020-07-15,3
de,2020-07-15,3
fl,2020-07-15,112
ga,2020-07-15,37
hi,2020-07-15,0
ia,2020-07-15,20
id,2020-07-15,7
il,2020-07-15,8
in,2020-07-15,10
ks,2020-07-15,5
ky,2020-07-15,10
la,2020-07-15,16
ma,2020-07-15,28
md,2020-07-15,7
me,2020-07-15,0
mi,2020-07-15,4
mn,2020-07-15,10
mo,2020-07-15,5
ms,2020-07-15,18
mt,2020-07-15,0
nc,2020-07-15,18
nd,2020-07-15,0
ne,2020-07-15,5
nh,2020-07-15,2
nj,2020-07-15,52
nm,2020-07-15,6
nv,2020-07-15,6
ny,2020-07-15,19
oh,2020-07-15,6
ok,2020-07-15,4
or,2020-07-15,3
pa,2020-07-15,26
pr,2020-07-15,2
ri,2020-07-15,0
sc,2020-07-15,5
sd,2020-07-15,2
tn,2020-07-15,16
tx,2020-07-15,163
ut,2020-07-15,7
va,2020-07-15,15
vt,2020-07-15,0
wa,2020-07-15,17
wi,2020-07-15,7
wv,2020-07-15,1
wy,2020-07-15,0
ak,2020-07-16,0
al,2020-07-16,19
ar,2020-07-16,6
az,2020-07-16,58
ca,2020-07-16,114
co,2020-07-16,1
ct,2020-07-16,9
dc,2020-07-16,3
de,2020-07-16,0
fl,2020-07-16,156
ga,2020-07-16,14
hi,2020-07-16,0
ia,2020-07-16,4
id,2020-07-16,4
il,2020-07-16,25
in,2020-07-16,10
ks,2020-07-16,1
ky,2020-07-16,5
la,2020-07-16,24
ma,2020-07-16,12
md,2020-07-16,6
me,2020-07-16,0
mi,2020-07-16,18
mn,2020-07-16,8
mo,2020-07-16,2
ms,2020-07-16,18
mt,2020-07-16,1
nc,2020-07-16,18
nd,2020-07-16,1
ne,2020-07-16,8
nh,2020-07-16,1
nj,2020-07-16,31
nm,2020-07-16,5
nv,2020-07-16,8
ny,2020-07-16,9
oh,2020-07-16,28
ok,2020-07-16,6
or,2020-07-16,2
pa,2020-07-16,27
pr,2020-07-16,1
ri,2020-07-16,1
sc,2020-07-16,72
sd,2020-07-16,3
tn,2020-07-16,13
tx,2020-07-16,168
ut,2020-07-16,1
va,2020-07-16,15
vt,2020-07-16,0
wa,2020-07-16,6
wi,2020-07-16,4
wv,2020-07-16,1
wy,2020-07-16,2
ak,2020-07-17,0
al,2020-07-17,35
ar,2020-07-17,12
az,2020-07-17,91
ca,2020-07-17,114
co,2020-07-17,6
ct,2020-07-17,7
dc,2020-07-17,3
de,2020-07-17,0
fl,2020-07-17,128
ga,2020-07-17,27
hi,2020-07-17,1
ia,2020-07-17,4
id,2020-07-17,4
il,2020-07-17,13
in,2020-07-17,8
ks,2020-07-17,1
ky,2020-07-17,8
la,2020-07-17,24
ma,2020-07-17,22
md,2020-07-17,12
me,2020-07-17,1
mi,2020-07-17,7
mn,2020-07-17,7
mo,2020-07-17,4
ms,2020-07-17,24
mt,2020-07-17,2
nc,2020-07-17,16
nd,2020-07-17,1
ne,2020-07-17,2
nh,2020-07-17,0
nj,2020-07-17,19
nm,2020-07-17,3
nv,2020-07-17,11
ny,2020-07-17,27
oh,2020-07-17,9
ok,2020-07-17,7
or,2020-07-17,5
pa,2020-07-17,20
pr,2020-07-17,5
ri,2020-07-17,2
sc,2020-07-17,26
sd,2020-07-17,1
tn,2020-07-17,19
tx,2020-07-17,174
ut,2020-07-17,1
va,2020-07-17,6
vt,2020-07-17,0
wa,2020-07-17,7
wi,2020-07-17,6
wv,2020-07-17,1
wy,2020-07-17,0
ak,2020-07-18,1
al,2020-07-18,21
ar,2020-07-18,4
az,2020-07-18,147
ca,2020-07-18,99
co,2020-07-18,1
ct,2020-07-18,0
dc,2020-07-18,1
de,2020-07-18,2
fl,2020-07-18,90
ga,2020-07-18,37
hi,2020-07-18,1
ia,2020-07-18,4
id,2020-07-18,1
il,2020-07-18,18
in,2020-07-18,17
ks,2020-07-18,2
ky,2020-07-18,9
la,2020-07-18,0
ma,2020-07-18,17
md,2020-07-18,9
me,2020-07-18,2
mi,2020-07-18,9
mn,2020-07-18,5
mo,2020-07-18,11
ms,2020-07-18,14
mt,2020-07-18,0
nc,2020-07-18,25
nd,2020-07-18,0
ne,2020-07-18,0
nh,2020-07-18,1
nj,2020-07-18,15
nm,2020-07-18,4
nv,2020-07-18,9
ny,2020-07-18,13
oh,2020-07-18,20
ok,2020-07-18,6
or,2020-07-18,3
pa,2020-07-18,11
pr,2020-07-18,1
ri,2020-07-18,1
sc,2020-07-18,39
sd,2020-07-18,0
tn,2020-07-18,23
tx,2020-07-18,135
ut,2020-07-18,8
va,2020-07-18,12
vt,2020-07-18,0
wa,2020-07-18,10
wi,2020-07-18,4
wv,2020-07-18,0
wy,2020-07-18,0
ak,2020-07-19,0
al,2020-07-19,1
ar,2020-07-19,0
az,2020-07-19,31
ca,2020-07-19,13
co,2020-07-19,0
ct,2020-07-19,0
dc,2020-07-19,0
de,2020-07-19,0
fl,2020-07-19,87
ga,2020-07-19,5
hi,2020-07-19,0
ia,2020-07-19,4
id,2020-07-19,0
il,2020-07-19,5
in,2020-07-19,2
ks,2020-07-19,1
ky,2020-07-19,3
la,2020-07-19,34
ma,2020-07-19,12
md,2020-07-19,9
me,2020-07-19,0
mi,2020-07-19,2
mn,2020-07-19,3
mo,2020-07-19,0
ms,2020-07-19,9
mt,2020-07-19,0
nc,2020-07-19,4
