geo_value,time_value,raw_search
tx,2020-02-04,3.0712220095948
ut,2020-02-04,15.44201494097
va,2020-02-04,0.0
vt,2020-02-04,0.0
wa,2020-02-04,0.0
wi,2020-02-04,0.0
wv,2020-02-04,0.0
wy,2020-02-04,0.0
ak,2020-02-05,95.093191327501
al,2020-02-05,0.0
ar,2020-02-05,0.0
az,2020-02-05,13.918359713808
ca,2020-02-05,2.3067976326109
co,2020-02-05,0.0
ct,2020-02-05,0.0
dc,2020-02-05,0.0
de,2020-02-05,0.0
fl,2020-02-05,2.0947835916362
ga,2020-02-05,4.2892675402795
hi,2020-02-05,0.0
ia,2020-02-05,16.819709149373
id,2020-02-05,0.0
il,2020-02-05,0.0
in,2020-02-05,0.0
ks,2020-02-05,0.0
ky,2020-02-05,0.0
la,2020-02-05,0.0
ma,2020-02-05,11.919806144612
md,2020-02-05,0.0
me,2020-02-05,0.0
mi,2020-02-05,0.0
mn,2020-02-05,0.0
mo,2020-02-05,32.479869310666
ms,2020-02-05,0.0
mt,2020-02-05,0.0
nc,2020-02-05,8.5851111558693
nd,2020-02-05,0.0
ne,2020-02-05,0.0
nh,2020-02-05,0.0
nj,2020-02-05,9.7330226703364
nm,2020-02-05,0.0
nv,2020-02-05,0.0
ny,2020-02-05,6.0917056842398
oh,2020-02-05,7.511294436693
ok,2020-02-05,0.0
or,2020-02-05,0.0
pa,2020-02-05,0.0
ri,2020-02-05,0.0
sc,2020-02-05,0.0
sd,2020-02-05,137.55158184319
tn,2020-02-05,0.0
tx,2020-02-05,0.0
ut,2020-02-05,0.0
va,2020-02-05,0.0
vt,2020-02-05,0.0
wa,2020-02-05,0.0
wi,2020-02-05,0.0
wv,2020-02-05,0.0
wy,2020-02-05,0.0
ak,2020-02-06,0.0
al,2020-02-06,8.7874009425968
ar,2020-02-06,0.0
az,2020-02-06,0.0
ca,2020-02-06,2.3055847793298
co,2020-02-06,0.0
ct,2020-02-06,0.0
dc,2020-02-06,0.0
de,2020-02-06,0.0
fl,2020-02-06,4.1517639226898
ga,2020-02-06,0.0
hi,2020-02-06,0.0
ia,2020-02-06,0.0
id,2020-02-06,0.0
il,2020-02-06,3.3324278953656
in,2020-02-06,0.0
ks,2020-02-06,0.0
ky,2020-02-06,0.0
la,2020-02-06,24.473708909582
ma,2020-02-06,0.0
md,2020-02-06,0.0
me,2020-02-06,0.0
mi,2020-02-06,5.1059956835377
mn,2020-02-06,0.0
mo,2020-02-06,0.0
ms,2020-02-06,0.0
mt,2020-02-06,0.0
nc,2020-02-06,4.181488426534
nd,2020-02-06,0.0
ne,2020-02-06,0.0
nh,2020-02-06,0.0
nj,2020-02-06,0.0
nm,2020-02-06,25.890138494156
nv,2020-02-06,0.0
ny,2020-02-06,2.0780248773144
oh,2020-02-06,11.380499255984
ok,2020-02-06,0.0
or,2020-02-06,11.893473556438
pa,2020-02-06,3.705955644654
ri,2020-02-06,0.0
sc,2020-02-06,0.0
sd,2020-02-06,207.64119601329
tn,2020-02-06,0.0
tx,2020-02-06,0.0
ut,2020-02-06,0.0
va,2020-02-06,0.0
vt,2020-02-06,167.50418760469
wa,2020-02-06,0.0
wi,2020-02-06,0.0
wv,2020-02-06,36.000216747346
wy,2020-02-06,0.0
ak,2020-02-07,0.0
al,2020-02-07,0.0
ar,2020-02-07,0.0
az,2020-02-07,0.0
ca,2020-02-07,0.0
co,2020-02-07,0.0
ct,2020-02-07,12.286183014122
dc,2020-02-07,0.0
de,2020-02-07,0.0
fl,2020-02-07,0.0
ga,2020-02-07,4.3912257326978
hi,2020-02-07,0.0
ia,2020-02-07,0.0
id,2020-02-07,0.0
il,2020-02-07,6.8030544070131
in,2020-02-07,0.0
ks,2020-02-07,0.0
ky,2020-02-07,0.0
la,2020-02-07,0.0
ma,2020-02-07,0.0
md,2020-02-07,0.0
me,2020-02-07,0.0
mi,2020-02-07,16.007813924025
mn,2020-02-07,0.0
mo,2020-02-07,0.0
ms,2020-02-07,0.0
mt,2020-02-07,0.0
nc,2020-02-07,4.3789129265892
nd,2020-02-07,0.0
ne,2020-02-07,0.0
nh,2020-02-07,0.0
nj,2020-02-07,0.0
nm,2020-02-07,0.0
nv,2020-02-07,0.0
ny,2020-02-07,2.1132306001106
oh,2020-02-07,0.0
ok,2020-02-07,0.0
or,2020-02-07,0.0
pa,2020-02-07,7.4718728689938
ri,2020-02-07,0.0
sc,2020-02-07,10.826746221079
sd,2020-02-07,0.0
tn,2020-02-07,0.0
tx,2020-02-07,1.6194885529967
ut,2020-02-07,0.0
va,2020-02-07,5.049612109119
vt,2020-02-07,0.0
wa,2020-02-07,0.0
wi,2020-02-07,0.0
wv,2020-02-07,0.0
wy,2020-02-07,0.0
ak,2020-02-08,0.0
al,2020-02-08,0.0
ar,2020-02-08,0.0
az,2020-02-08,0.0
ca,2020-02-08,1.3836603327141
co,2020-02-08,0.0
ct,2020-02-08,0.0
dc,2020-02-08,0.0
de,2020-02-08,0.0
fl,2020-02-08,2.4333051068753
ga,2020-02-08,10.293660444085
hi,2020-02-08,0.0
ia,2020-02-08,0.0
id,2020-02-08,38.993321914911
il,2020-02-08,8.0004669552842
in,2020-02-08,0.0
ks,2020-02-08,0.0
ky,2020-02-08,0.0
la,2020-02-08,0.0
ma,2020-02-08,0.0
md,2020-02-08,0.0
me,2020-02-08,0.0
mi,2020-02-08,0.0
mn,2020-02-08,0.0
mo,2020-02-08,0.0
ms,2020-02-08,0.0
mt,2020-02-08,0.0
nc,2020-02-08,10.232928467256
nd,2020-02-08,0.0
ne,2020-02-08,0.0
nh,2020-02-08,0.0
nj,2020-02-08,0.0
nm,2020-02-08,0.0
nv,2020-02-08,0.0
ny,2020-02-08,0.0
oh,2020-02-08,0.0
ok,2020-02-08,0.0
or,2020-02-08,0.0
pa,2020-02-08,13.088327770608
ri,2020-02-08,0.0
sc,2020-02-08,0.0
sd,2020-02-08,0.0
tn,2020-02-08,0.0
tx,2020-02-08,0.0
ut,2020-02-08,0.0
va,2020-02-08,0.0
vt,2020-02-08,0.0
wa,2020-02-08,0.0
wi,2020-02-08,0.0
wv,2020-02-08,0.0
wy,2020-02-08,0.0
ak,2020-02-09,0.0
al,2020-02-09,0.0
ar,2020-02-09,0.0
az,2020-02-09,8.1590350506702
ca,2020-02-09,0.0
co,2020-02-09,0.0
ct,2020-02-09,0.0
dc,2020-02-09,0.0
de,2020-02-09,0.0
fl,2020-02-09,0.0
ga,2020-02-09,0.0
hi,2020-02-09,0.0
ia,2020-02-09,0.0
id,2020-02-09,0.0
il,2020-02-09,0.0
in,2020-02-09,0.0
ks,2020-02-09,0.0
ky,2020-02-09,14.382231547516
la,2020-02-09,0.0
ma,2020-02-09,0.0
md,2020-02-09,25.11945270698
me,2020-02-09,0.0
mi,2020-02-09,11.934244872905
mn,2020-02-09,10.195639186392
mo,2020-02-09,0.0
ms,2020-02-09,0.0
mt,2020-02-09,0.0
nc,2020-02-09,5.1097570167907
nd,2020-02-09,0.0
ne,2020-02-09,0.0
nh,2020-02-09,0.0
nj,2020-02-09,0.0
nm,2020-02-09,0.0
nv,2020-02-09,17.650684679236
ny,2020-02-09,0.0
oh,2020-02-09,4.4029098694138
ok,2020-02-09,17.613797624725
or,2020-02-09,0.0
pa,2020-02-09,4.2151833964073
ri,2020-02-09,0.0
sc,2020-02-09,0.0
sd,2020-02-09,0.0
tn,2020-02-09,8.7830917285058
tx,2020-02-09,0.0
ut,2020-02-09,0.0
va,2020-02-09,0.0
vt,2020-02-09,0.0
wa,2020-02-09,0.0
wi,2020-02-09,0.0
wv,2020-02-09,0.0
wy,2020-02-09,0.0
ak,2020-02-10,0.0
al,2020-02-10,0.0
ar,2020-02-10,0.0
az,2020-02-10,0.0
ca,2020-02-10,3.3994149979052
co,2020-02-10,0.0
ct,2020-02-10,11.747141768411
dc,2020-02-10,0.0
de,2020-02-10,0.0
fl,2020-02-10,6.2045496317995
ga,2020-02-10,12.723829644642
hi,2020-02-10,0.0
ia,2020-02-10,0.0
id,2020-02-10,0.0
il,2020-02-10,0.0
in,2020-02-10,0.0
ks,2020-02-10,0.0
ky,2020-02-10,0.0
la,2020-02-10,0.0
ma,2020-02-10,5.678689000208
md,2020-02-10,0.0
me,2020-02-10,0.0
mi,2020-02-10,0.0
mn,2020-02-10,0.0
mo,2020-02-10,0.0
ms,2020-02-10,0.0
mt,2020-02-10,0.0
nc,2020-02-10,4.2063552601978
nd,2020-02-10,0.0
ne,2020-02-10,0.0
nh,2020-02-10,35.678090187711
nj,2020-02-10,0.0
nm,2020-02-10,0.0
nv,2020-02-10,15.776200690738
ny,2020-02-10,3.9194585531884
oh,2020-02-10,11.018629580418
ok,2020-02-10,0.0
or,2020-02-10,0.0
pa,2020-02-10,3.6400658581955
ri,2020-02-10,0.0
sc,2020-02-10,0.0
sd,2020-02-10,0.0
tn,2020-02-10,0.0
tx,2020-02-10,1.5243602087454
ut,2020-02-10,0.0
va,2020-02-10,9.7978412754011
vt,2020-02-10,0.0
wa,2020-02-10,6.1531334731956
wi,2020-02-10,0.0
wv,2020-02-10,0.0
wy,2020-02-10,0.0
ak,2020-02-11,0.0
al,2020-02-11,0.0
ar,2020-02-11,0.0
az,2020-02-11,0.0
ca,2020-02-11,3.2743290129507
co,2020-02-11,7.5738631788787
ct,2020-02-11,0.0
dc,2020-02-11,0.0
de,2020-02-11,0.0
fl,2020-02-11,6.0440482339575
ga,2020-02-11,0.0
hi,2020-02-11,0.0
ia,2020-02-11,0.0
id,2020-02-11,0.0
il,2020-02-11,3.219680868613
in,2020-02-11,0.0
ks,2020-02-11,18.707223483197
ky,2020-02-11,0.0
la,2020-02-11,0.0
ma,2020-02-11,5.7382077645914
md,2020-02-11,0.0
me,2020-02-11,0.0
mi,2020-02-11,0.0
mn,2020-02-11,0.0
mo,2020-02-11,7.8804147063401
ms,2020-02-11,0.0
mt,2020-02-11,0.0
nc,2020-02-11,4.1799079897356
nd,2020-02-11,0.0
ne,2020-02-11,0.0
nh,2020-02-11,0.0
nj,2020-02-11,0.0
nm,2020-02-11,0.0
nv,2020-02-11,0.0
ny,2020-02-11,9.7273707544263
oh,2020-02-11,0.0
ok,2020-02-11,29.284766622199
or,2020-02-11,0.0
pa,2020-02-11,3.5671772343586
ri,2020-02-11,0.0
sc,2020-02-11,0.0
sd,2020-02-11,0.0
tn,2020-02-11,14.452779852498
tx,2020-02-11,1.5200669145432
ut,2020-02-11,0.0
va,2020-02-11,0.0
vt,2020-02-11,0.0
wa,2020-02-11,0.0
wi,2020-02-11,0.0
wv,2020-02-11,0.0
wy,2020-02-11,0.0
ak,2020-02-12,0.0
al,2020-02-12,17.774745786302
ar,2020-02-12,0.0
az,2020-02-12,0.0
ca,2020-02-12,7.7999799271306
co,2020-02-12,0.0
ct,2020-02-12,0.0
dc,2020-02-12,0.0
de,2020-02-12,0.0
fl,2020-02-12,2.0678015568714
ga,2020-02-12,0.0
hi,2020-02-12,0.0
ia,2020-02-12,16.540430250822
id,2020-02-12,0.0
il,2020-02-12,16.444970063474
in,2020-02-12,0.0
ks,2020-02-12,0.0
ky,2020-02-12,0.0
la,2020-02-12,0.0
ma,2020-02-12,0.0
md,2020-02-12,6.9251752497855
me,2020-02-12,0.0
mi,2020-02-12,0.0
mn,2020-02-12,0.0
mo,2020-02-12,0.0
ms,2020-02-12,0.0
mt,2020-02-12,55.40780141844
nc,2020-02-12,4.1867149903877
nd,2020-02-12,0.0
ne,2020-02-12,0.0
nh,2020-02-12,0.0
nj,2020-02-12,0.0
nm,2020-02-12,0.0
nv,2020-02-12,0.0
ny,2020-02-12,3.8647462677351
oh,2020-02-12,0.0
ok,2020-02-12,0.0
or,2020-02-12,0.0
pa,2020-02-12,0.0
ri,2020-02-12,0.0
sc,2020-02-12,0.0
sd,2020-02-12,0.0
tn,2020-02-12,7.1822754972939
tx,2020-02-12,6.1865977298963
ut,2020-02-12,0.0
va,2020-02-12,0.0
vt,2020-02-12,0.0
wa,2020-02-12,0.0
wi,2020-02-12,25.436647144748
wv,2020-02-12,0.0
wy,2020-02-12,0.0
ak,2020-02-13,0.0
al,2020-02-13,0.0
ar,2020-02-13,0.0
az,2020-02-13,7.0365680135105
ca,2020-02-13,3.4177566023457
co,2020-02-13,0.0
ct,2020-02-13,0.0
dc,2020-02-13,0.0
de,2020-02-13,0.0
fl,2020-02-13,2.11641943763
ga,2020-02-13,4.3506347698042
hi,2020-02-13,0.0
ia,2020-02-13,0.0
id,2020-02-13,0.0
il,2020-02-13,0.0
in,2020-02-13,0.0
ks,2020-02-13,0.0
ky,2020-02-13,0.0
la,2020-02-13,0.0
ma,2020-02-13,5.922999256669
md,2020-02-13,0.0
me,2020-02-13,0.0
mi,2020-02-13,15.355073022406
mn,2020-02-13,0.0
mo,2020-02-13,16.710262585304
ms,2020-02-13,0.0
mt,2020-02-13,0.0
nc,2020-02-13,0.0
nd,2020-02-13,0.0
ne,2020-02-13,0.0
nh,2020-02-13,0.0
nj,2020-02-13,0.0
nm,2020-02-13,0.0
nv,2020-02-13,0.0
ny,2020-02-13,1.8631092844912
oh,2020-02-13,3.8031574278609
ok,2020-02-13,0.0
or,2020-02-13,0.0
pa,2020-02-13,0.0
ri,2020-02-13,119.08542394411
sc,2020-02-13,0.0
sd,2020-02-13,0.0
tn,2020-02-13,0.0
tx,2020-02-13,1.5854687038143
ut,2020-02-13,0.0
va,2020-02-13,5.1073374072515
vt,2020-02-13,0.0
wa,2020-02-13,0.0
wi,2020-02-13,0.0
wv,2020-02-13,0.0
wy,2020-02-13,0.0
ak,2020-02-14,0.0
al,2020-02-14,0.0
ar,2020-02-14,0.0
az,2020-02-14,0.0
ca,2020-02-14,2.3424498166654
co,2020-02-14,0.0
ct,2020-02-14,0.0
dc,2020-02-14,0.0
de,2020-02-14,0.0
fl,2020-02-14,8.4772052904989
ga,2020-02-14,4.5316374117333
hi,2020-02-14,37.560096153846
ia,2020-02-14,0.0
id,2020-02-14,0.0
il,2020-02-14,0.0
in,2020-02-14,8.060160730334
ks,2020-02-14,0.0
ky,2020-02-14,0.0
la,2020-02-14,13.072698089082
ma,2020-02-14,6.2388729693741
md,2020-02-14,0.0
me,2020-02-14,0.0
mi,2020-02-14,0.0
mn,2020-02-14,8.8489802420049
mo,2020-02-14,0.0
ms,2020-02-14,0.0
mt,2020-02-14,0.0
nc,2020-02-14,0.0
nd,2020-02-14,0.0
ne,2020-02-14,0.0
nh,2020-02-14,0.0
nj,2020-02-14,0.0
nm,2020-02-14,0.0
nv,2020-02-14,0.0
ny,2020-02-14,4.1130289484574
oh,2020-02-14,0.0
ok,2020-02-14,0.0
or,2020-02-14,0.0
pa,2020-02-14,0.0
ri,2020-02-14,0.0
sc,2020-02-14,0.0
sd,2020-02-14,0.0
tn,2020-02-14,0.0
tx,2020-02-14,1.6567645014443
ut,2020-02-14,0.0
va,2020-02-14,10.499187822432
vt,2020-02-14,0.0
wa,2020-02-14,6.3180867443253
wi,2020-02-14,0.0
wv,2020-02-14,0.0
wy,2020-02-14,0.0
ak,2020-02-15,0.0
al,2020-02-15,0.0
ar,2020-02-15,0.0
az,2020-02-15,0.0
ca,2020-02-15,4.2228082312009
co,2020-02-15,0.0
ct,2020-02-15,0.0
dc,2020-02-15,121.5953307393
de,2020-02-15,0.0
fl,2020-02-15,2.3695313096371
ga,2020-02-15,5.2664241717115
hi,2020-02-15,0.0
ia,2020-02-15,0.0
id,2020-02-15,0.0
il,2020-02-15,0.0
in,2020-02-15,0.0
ks,2020-02-15,0.0
ky,2020-02-15,0.0
la,2020-02-15,0.0
ma,2020-02-15,0.0
md,2020-02-15,8.4309276337345
me,2020-02-15,0.0
mi,2020-02-15,6.0192114699979
mn,2020-02-15,10.408006616349
mo,2020-02-15,9.7316186365784
ms,2020-02-15,0.0
mt,2020-02-15,0.0
nc,2020-02-15,0.0
nd,2020-02-15,0.0
ne,2020-02-15,0.0
nh,2020-02-15,0.0
nj,2020-02-15,0.0
nm,2020-02-15,0.0
nv,2020-02-15,0.0
ny,2020-02-15,3.8887225321443
oh,2020-02-15,4.4607282658558
ok,2020-02-15,0.0
or,2020-02-15,0.0
pa,2020-02-15,16.923798647294
ri,2020-02-15,0.0
sc,2020-02-15,12.646080997048
sd,2020-02-15,0.0
tn,2020-02-15,0.0
tx,2020-02-15,0.0
ut,2020-02-15,0.0
va,2020-02-15,0.0
vt,2020-02-15,0.0
wa,2020-02-15,0.0
wi,2020-02-15,0.0
wv,2020-02-15,0.0
wy,2020-02-15,0.0
ak,2020-02-16,0.0
al,2020-02-16,0.0
ar,2020-02-16,0.0
az,2020-02-16,0.0
ca,2020-02-16,1.3825386452879
co,2020-02-16,0.0
ct,2020-02-16,0.0
dc,2020-02-16,0.0
de,2020-02-16,0.0
fl,2020-02-16,2.3195183924079
ga,2020-02-16,0.0
hi,2020-02-16,0.0
ia,2020-02-16,0.0
id,2020-02-16,0.0
il,2020-02-16,3.8950295502931
in,2020-02-16,0.0
ks,2020-02-16,0.0
ky,2020-02-16,0.0
la,2020-02-16,0.0
ma,2020-02-16,0.0
md,2020-02-16,0.0
me,2020-02-16,0.0
mi,2020-02-16,0.0
mn,2020-02-16,0.0
mo,2020-02-16,9.719305368523
ms,2020-02-16,53.428015136921
mt,2020-02-16,0.0
nc,2020-02-16,10.287840726332
nd,2020-02-16,0.0
ne,2020-02-16,0.0
nh,2020-02-16,0.0
nj,2020-02-16,5.7454568336167
nm,2020-02-16,0.0
nv,2020-02-16,0.0
ny,2020-02-16,4.6269706792488
oh,2020-02-16,13.538291243446
ok,2020-02-16,0.0
or,2020-02-16,39.722887865604
pa,2020-02-16,0.0
ri,2020-02-16,0.0
sc,2020-02-16,12.082857736118
sd,2020-02-16,0.0
tn,2020-02-16,8.4576812198227
tx,2020-02-16,0.0
ut,2020-02-16,0.0
va,2020-02-16,0.0
vt,2020-02-16,0.0
wa,2020-02-16,14.052886637769
wi,2020-02-16,0.0
wv,2020-02-16,0.0
wy,2020-02-16,0.0
ak,2020-02-17,0.0
al,2020-02-17,0.0
ar,2020-02-17,0.0
az,2020-02-17,14.249932865183
ca,2020-02-17,2.4758446365971
co,2020-02-17,16.204527829644
ct,2020-02-17,13.009193415785
dc,2020-02-17,0.0
de,2020-02-17,0.0
fl,2020-02-17,0.0
ga,2020-02-17,4.5095020990499
hi,2020-02-17,0.0
ia,2020-02-17,0.0
id,2020-02-17,0.0
il,2020-02-17,3.5157608962934
in,2020-02-17,0.0
ks,2020-02-17,0.0
ky,2020-02-17,0.0
la,2020-02-17,0.0
ma,2020-02-17,0.0
md,2020-02-17,0.0
me,2020-02-17,42.265426880811
mi,2020-02-17,10.518144529684
mn,2020-02-17,0.0
mo,2020-02-17,0.0
ms,2020-02-17,0.0
mt,2020-02-17,0.0
nc,2020-02-17,0.0
nd,2020-02-17,0.0
ne,2020-02-17,0.0
nh,2020-02-17,0.0
nj,2020-02-17,5.1734709901659
nm,2020-02-17,0.0
nv,2020-02-17,0.0
ny,2020-02-17,2.0796140162107
oh,2020-02-17,4.0623715350844
ok,2020-02-17,0.0
or,2020-02-17,0.0
pa,2020-02-17,0.0
ri,2020-02-17,0.0
sc,2020-02-17,10.983260849935
sd,2020-02-17,0.0
tn,2020-02-17,0.0
tx,2020-02-17,1.6329702990222
ut,2020-02-17,16.416690332783
va,2020-02-17,0.0
vt,2020-02-17,0.0
wa,2020-02-17,0.0
wi,2020-02-17,0.0
wv,2020-02-17,0.0
wy,2020-02-17,0.0
ak,2020-02-18,0.0
al,2020-02-18,9.4361020257405
ar,2020-02-18,0.0
az,2020-02-18,13.465130424643
ca,2020-02-18,3.3452240450475
co,2020-02-18,0.0
ct,2020-02-18,0.0
dc,2020-02-18,0.0
de,2020-02-18,0.0
fl,2020-02-18,3.9931792652492
ga,2020-02-18,4.1849626954151
hi,2020-02-18,0.0
ia,2020-02-18,0.0
id,2020-02-18,0.0
il,2020-02-18,0.0
in,2020-02-18,7.5753577634481
ks,2020-02-18,0.0
ky,2020-02-18,0.0
la,2020-02-18,0.0
ma,2020-02-18,18.077149808884
md,2020-02-18,6.8247510181503
me,2020-02-18,0.0
mi,2020-02-18,9.9588699939281
mn,2020-02-18,0.0
mo,2020-02-18,7.8009713146928
ms,2020-02-18,0.0
mt,2020-02-18,0.0
nc,2020-02-18,3.889385540429
nd,2020-02-18,0.0
ne,2020-02-18,0.0
nh,2020-02-18,0.0
nj,2020-02-18,0.0
nm,2020-02-18,0.0
nv,2020-02-18,0.0
ny,2020-02-18,7.6955941430016
oh,2020-02-18,3.6738205019998
ok,2020-02-18,0.0
or,2020-02-18,0.0
pa,2020-02-18,6.9112774722212
ri,2020-02-18,0.0
sc,2020-02-18,9.5883063681034
sd,2020-02-18,0.0
tn,2020-02-18,0.0
tx,2020-02-18,5.2984385581243
ut,2020-02-18,0.0
va,2020-02-18,0.0
vt,2020-02-18,0.0
wa,2020-02-18,0.0
wi,2020-02-18,8.1168920458746
wv,2020-02-18,0.0
wy,2020-02-18,0.0
ak,2020-02-19,0.0
al,2020-02-19,0.0
ar,2020-02-19,19.249857693339
az,2020-02-19,0.0
ca,2020-02-19,7.0996394839918
co,2020-02-19,0.0
ct,2020-02-19,0.0
dc,2020-02-19,0.0
de,2020-02-19,0.0
fl,2020-02-19,1.970292430405
ga,2020-02-19,0.0
hi,2020-02-19,0.0
ia,2020-02-19,49.957697634701
id,2020-02-19,0.0
il,2020-02-19,12.755915911748
in,2020-02-19,0.0
ks,2020-02-19,0.0
ky,2020-02-19,0.0
la,2020-02-19,0.0
ma,2020-02-19,18.470523549766
md,2020-02-19,6.8318734599352
me,2020-02-19,0.0
mi,2020-02-19,10.212346297744
mn,2020-02-19,0.0
mo,2020-02-19,0.0
ms,2020-02-19,0.0
mt,2020-02-19,0.0
nc,2020-02-19,0.0
nd,2020-02-19,0.0
ne,2020-02-19,0.0
nh,2020-02-19,0.0
nj,2020-02-19,0.0
nm,2020-02-19,0.0
nv,2020-02-19,0.0
ny,2020-02-19,3.8992983907601
oh,2020-02-19,7.4499320658213
